date,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
1995-02-10,160.09,229.46,133.95,183.54,130.41,179.27,131.23,167.47,163.32,140.12,147.83,141.51,131.34,187.9,151.79,171.16,86.88,58.83,130.24,141.49,136.57,243.86,186.69,147.68,151.24,161.74,167.01,168.05,182.17,118.59
1995-02-13,159.88,226.91,133.77,183.98,131.04,179.87,131.62,167.09,164.15,140.05,148.24,141.99,131.8,189.38,151.92,171.57,86.62,58.13,131.16,141.26,136.13,244.81,186.41,148.81,152.36,162.07,167.2,169.11,181.64,118.68
1995-02-14,160.38,229.07,134.72,183.06,130.89,179.34,131.92,166.67,164.43,139.83,148.58,142.89,132.31,189.38,152.56,172.1,87.13,57.87,131.48,141.25,135.8,243.56,187.47,149.32,152.56,162.34,167.1,168.55,182.18,118.47
1995-02-15,159.13,230.58,133.26,184.36,131.14,179.32,131.62,166.92,165.7,140.98,149.71,144.12,133.7,192.79,154.3,174.27,86.95,57.64,132.46,142.09,136.19,244.32,187.64,151.45,154.65,163.74,167.28,168.15,183.55,119.3
1995-02-16,159.32,233.9,133.3,184.01,131.19,179.8,131.08,166.8,165.12,140.67,149.1,145.11,133.62,193.95,154.02,173.03,87.84,57.41,132.64,141.92,134.67,244.0,190.14,150.88,155.0,162.68,167.35,167.36,182.98,118.56
1995-02-17,158.04,232.31,133.01,183.0,131.0,179.6,131.0,167.05,164.34,139.61,149.2,144.15,132.98,192.22,153.08,172.1,88.9,57.82,132.7,141.58,133.15,242.66,186.28,150.0,154.62,162.69,166.23,165.83,182.54,117.28
1995-02-21,156.51,233.98,129.47,181.5,131.56,180.12,131.66,166.58,164.72,139.36,150.17,144.08,132.81,192.86,153.25,173.39,89.24,56.9,133.75,141.72,133.01,241.61,185.77,150.45,155.1,163.29,165.78,166.58,182.16,117.85
1995-02-22,156.7,234.45,129.12,182.48,131.67,179.55,131.45,167.47,164.32,139.3,149.91,142.64,133.66,196.33,154.46,173.74,90.73,56.05,133.9,142.53,134.38,244.3,186.42,151.52,155.95,163.62,165.73,165.95,183.03,118.26
1995-02-23,157.92,235.97,131.15,182.75,131.85,181.18,132.13,168.81,165.21,139.28,150.98,143.36,134.38,197.47,155.34,175.23,89.69,56.99,133.78,142.29,135.18,245.66,185.72,152.69,157.54,164.23,165.63,167.21,184.97,118.39
1995-02-24,159.64,238.47,131.83,183.55,132.26,182.07,133.0,169.63,165.11,139.03,150.13,144.17,133.91,195.61,155.31,175.06,89.18,57.55,133.62,142.35,135.78,245.27,185.57,153.15,157.46,165.19,165.73,167.19,185.62,118.26
1995-02-27,158.14,236.26,131.93,182.32,131.58,181.21,131.27,168.31,164.73,137.11,149.77,142.83,132.9,192.09,153.9,174.13,88.68,57.31,133.43,141.58,134.15,243.7,183.97,152.5,155.52,164.15,163.42,165.6,184.14,117.47
1995-02-28,158.52,237.93,131.92,182.93,133.03,182.28,132.05,169.93,166.54,139.44,150.7,142.6,134.19,195.3,154.65,174.72,89.6,56.67,134.52,142.41,135.35,247.11,187.17,153.1,157.17,164.97,164.37,166.6,185.37,118.65
1995-03-01,158.55,238.17,130.51,183.62,132.14,181.7,132.21,169.6,166.36,138.89,150.04,140.75,133.29,194.71,150.48,175.8,88.07,56.25,134.16,140.82,134.38,247.8,187.38,152.49,156.39,164.97,165.29,165.76,184.94,118.25
1995-03-02,158.76,237.17,130.65,183.47,131.98,182.23,132.33,170.04,164.83,136.85,149.63,140.64,132.67,191.91,149.14,175.35,88.86,58.42,134.38,139.62,134.39,248.52,187.92,150.64,156.12,164.84,165.47,166.51,184.85,118.09
1995-03-03,159.27,238.17,130.38,182.98,131.86,182.77,131.98,170.27,164.5,137.1,150.44,141.61,133.22,191.73,149.45,174.91,88.09,59.65,134.38,139.43,133.95,250.61,190.91,151.03,155.82,165.14,165.42,165.51,184.5,118.49
1995-03-06,160.17,240.95,131.51,186.2,131.2,182.33,131.3,171.17,163.86,135.89,150.05,139.45,133.29,190.72,147.85,174.68,90.99,58.68,135.4,138.6,133.12,251.14,191.35,150.08,155.14,164.97,164.28,165.79,183.6,118.09
1995-03-07,158.81,238.23,131.7,183.2,130.78,180.13,130.02,169.85,162.96,134.75,148.52,138.24,132.22,190.18,147.87,173.2,95.26,57.55,135.03,137.72,132.63,249.91,189.28,148.61,153.37,163.75,163.56,164.73,181.43,117.6
1995-03-08,159.4,238.11,132.79,183.2,130.58,179.75,131.5,169.75,162.83,134.87,149.08,139.18,132.57,191.91,148.86,173.46,92.94,57.4,136.84,138.17,132.68,253.08,189.26,149.16,153.03,164.62,163.17,165.21,181.58,117.39
1995-03-09,160.18,238.09,133.11,183.11,130.95,180.47,130.91,169.26,162.6,134.39,149.23,138.01,132.93,192.03,150.49,174.43,93.83,56.82,136.68,138.02,133.26,253.13,190.11,150.62,152.48,164.65,162.14,165.16,181.38,117.67
1995-03-10,162.36,244.59,133.11,186.15,132.24,183.07,131.37,170.07,164.91,135.65,150.9,139.27,134.03,196.77,152.69,176.45,92.83,56.96,137.46,139.05,135.76,256.24,191.35,152.49,156.2,165.44,163.94,167.17,183.55,119.4
1995-03-13,162.86,244.61,134.55,183.52,132.62,183.65,132.17,171.48,165.47,136.26,150.2,138.4,134.08,196.36,153.81,177.47,93.98,57.63,137.03,138.71,134.6,256.81,192.8,151.61,156.62,165.69,164.22,168.21,183.59,119.86
1995-03-14,164.56,245.1,134.29,184.02,132.82,185.8,131.88,172.89,166.66,136.16,151.04,138.4,134.75,197.73,152.39,179.3,94.0,56.96,136.4,139.46,136.62,260.63,193.44,152.85,157.72,166.26,164.53,170.41,184.6,120.29
1995-03-15,164.37,245.76,134.45,183.12,132.46,186.1,130.96,172.87,167.61,135.31,150.16,140.11,134.75,193.92,151.84,177.45,94.77,57.63,135.95,139.05,136.31,259.44,192.74,152.65,156.63,165.79,164.7,168.78,184.88,120.23
1995-03-16,164.59,249.72,133.35,185.0,133.36,186.84,132.15,174.3,168.72,135.64,150.78,140.08,135.98,197.37,151.99,179.26,94.52,57.11,137.04,139.82,137.26,259.54,193.38,151.58,157.9,166.67,165.82,169.45,186.06,121.02
1995-03-17,165.56,249.25,133.98,186.3,133.23,186.83,131.7,175.98,168.9,132.2,151.39,138.92,136.7,195.73,150.44,180.21,95.65,57.72,137.2,139.26,136.96,259.1,192.32,152.2,158.77,166.74,165.52,170.15,185.33,121.06
1995-03-20,167.58,248.07,136.47,187.04,133.53,187.01,130.74,177.19,169.85,131.62,151.61,137.62,136.93,195.28,149.17,179.35,95.83,57.66,136.97,138.24,136.55,260.83,193.22,152.74,159.18,166.87,166.01,170.25,185.22,121.17
1995-03-21,167.04,250.63,138.97,187.32,134.39,187.11,130.41,177.19,169.37,131.38,150.64,136.22,136.66,196.22,148.15,180.21,94.93,57.52,136.09,137.83,135.21,260.91,192.97,153.32,157.92,166.59,165.78,171.08,184.57,120.99
1995-03-22,166.56,251.48,138.01,187.87,133.57,186.71,130.49,176.85,169.27,130.97,150.27,137.72,136.52,196.87,148.34,179.56,95.07,57.37,137.6,137.71,135.59,259.89,193.47,153.21,157.39,165.75,165.68,170.31,184.78,120.78
1995-03-23,166.36,249.44,137.62,188.54,133.28,186.83,130.92,176.84,170.78,130.76,150.42,137.37,137.05,196.51,149.1,179.97,95.3,57.46,137.93,137.58,135.59,260.75,195.04,153.65,157.04,165.69,164.74,170.65,184.83,120.76
1995-03-24,167.59,248.2,139.22,189.96,134.05,188.81,132.52,177.63,173.13,131.98,151.82,139.7,138.69,198.22,151.35,181.47,94.8,58.27,138.83,139.02,137.61,263.59,197.71,155.3,158.22,167.91,166.47,172.46,186.53,121.02
1995-03-27,168.98,247.97,140.9,192.26,134.88,188.26,132.98,178.48,173.29,131.73,151.44,140.72,139.82,197.19,152.62,183.23,94.92,59.65,139.55,139.29,138.06,263.81,199.94,154.91,161.64,168.59,166.85,171.05,188.19,121.69
1995-03-28,168.19,246.66,140.03,192.16,134.45,188.8,133.37,179.02,174.57,131.54,152.34,140.69,139.47,197.84,152.59,183.39,96.1,59.38,138.95,138.81,138.27,265.15,200.68,154.52,161.6,167.92,168.72,172.49,188.57,122.05
1995-03-29,167.16,248.09,140.87,190.99,134.6,187.16,133.37,177.14,175.39,131.51,151.96,142.47,140.7,198.18,156.42,185.45,95.72,58.62,139.35,139.28,137.74,262.5,198.02,155.42,161.15,167.52,169.6,172.05,188.46,122.3
1995-03-30,165.91,244.47,141.7,191.6,134.78,186.36,134.3,174.91,176.74,132.43,152.37,146.51,141.84,197.37,160.15,186.63,98.91,58.54,139.6,139.86,137.07,261.19,195.42,157.76,163.46,168.22,170.71,172.23,188.44,122.43
1995-03-31,164.36,243.71,139.76,190.41,134.72,185.72,135.01,174.68,176.02,132.69,152.7,145.8,142.05,194.86,157.31,187.74,100.21,60.27,141.57,139.94,135.67,260.01,195.05,157.45,162.2,168.24,171.12,169.99,187.57,122.83
1995-04-03,165.63,247.71,139.6,191.78,134.58,184.52,135.57,175.9,175.72,131.01,152.73,145.05,141.95,196.55,158.77,187.06,100.87,61.0,140.1,140.0,135.78,259.49,196.67,156.98,162.31,167.93,171.59,169.83,187.74,122.76
1995-04-04,167.04,249.42,142.15,192.74,134.61,186.99,135.8,177.12,176.93,131.92,154.67,144.97,142.49,197.12,155.85,188.41,99.83,60.99,141.26,142.36,137.3,257.44,195.25,158.73,163.27,168.22,171.72,172.18,189.18,123.47
1995-04-05,167.29,249.24,139.59,192.3,134.14,186.46,136.22,176.67,177.3,132.11,154.78,145.9,142.26,197.3,155.93,187.16,101.45,61.19,141.73,143.39,137.66,256.87,195.96,158.5,162.27,170.64,172.0,171.68,189.49,123.29
1995-04-06,168.06,250.16,140.54,192.2,133.84,187.49,136.4,176.87,178.81,132.72,153.93,145.3,142.62,198.41,155.9,189.15,100.44,61.32,140.17,143.31,137.73,254.79,195.78,158.56,163.12,170.97,170.11,172.14,191.21,123.81
1995-04-07,168.06,250.91,138.79,192.47,134.3,187.42,136.42,176.39,176.97,132.13,154.42,144.98,143.39,197.34,156.15,189.26,99.97,61.09,139.29,143.62,138.36,255.74,196.8,158.58,162.61,170.63,169.53,172.16,191.17,123.57
1995-04-10,168.97,250.89,138.28,192.55,133.65,187.51,136.57,177.26,177.41,133.55,154.55,145.59,143.62,197.85,156.63,189.49,98.7,60.62,139.47,143.24,138.61,258.04,199.43,158.45,162.98,171.17,169.95,171.51,191.27,123.17
1995-04-11,168.69,249.31,137.71,192.97,133.15,185.95,136.41,178.02,177.32,134.4,153.56,145.46,143.12,197.14,156.22,189.18,99.14,62.02,139.29,142.93,138.17,260.18,199.73,157.69,163.29,171.05,168.37,170.63,190.69,123.21
1995-04-12,169.52,251.25,138.21,192.28,133.57,186.49,136.98,178.61,177.38,133.65,153.74,146.39,144.0,197.21,162.16,191.87,99.33,61.81,139.41,142.56,138.4,261.66,201.41,158.3,163.7,171.8,168.02,171.76,190.94,123.24
1995-04-13,169.95,251.13,137.27,191.76,133.46,186.9,137.09,180.61,176.58,134.14,153.69,148.35,144.88,197.96,160.98,192.37,98.13,60.94,139.47,143.11,138.51,263.21,203.31,158.33,164.68,172.08,168.72,173.15,191.82,123.8
1995-04-17,168.5,246.98,135.14,190.15,133.21,186.19,135.75,179.88,176.03,133.22,153.25,147.76,144.52,194.48,161.06,193.06,100.94,60.26,139.45,141.64,136.64,264.23,202.55,155.99,163.8,171.15,167.64,172.28,191.48,124.36
1995-04-18,167.0,250.86,133.51,190.07,132.36,187.4,134.54,179.33,174.32,132.71,153.46,147.29,144.3,194.67,159.11,189.66,101.46,59.68,140.43,141.81,135.73,262.04,202.11,154.14,162.73,170.02,166.39,170.75,191.3,122.87
1995-04-19,168.42,249.01,132.38,188.78,131.68,189.61,132.09,176.56,174.23,133.25,153.48,146.59,144.66,196.41,160.41,190.65,100.26,60.03,140.75,142.29,136.08,259.26,199.5,155.83,162.16,170.24,165.94,171.93,190.29,123.48
1995-04-20,168.72,247.01,130.84,189.08,131.66,190.69,132.12,176.39,176.43,133.25,153.4,147.65,145.11,194.17,159.55,192.79,98.83,60.47,143.5,142.47,135.56,258.98,201.1,156.78,163.13,170.9,165.52,171.15,189.81,124.36
1995-04-21,170.51,250.87,131.82,190.18,131.79,191.59,132.46,178.35,177.75,133.67,153.43,148.08,145.48,197.1,159.2,194.14,98.75,60.64,143.7,142.56,135.57,260.56,203.39,158.46,164.36,171.86,166.04,172.68,190.33,124.62
1995-04-24,171.52,252.67,133.29,192.21,132.84,193.26,133.32,180.34,179.57,134.7,154.57,148.29,146.54,198.93,159.83,197.69,99.7,61.05,144.27,143.32,135.79,264.8,207.92,159.55,164.44,172.93,165.99,174.25,190.95,125.24
1995-04-25,171.55,251.97,131.64,192.54,133.02,190.61,133.18,178.92,179.69,134.55,154.57,146.55,147.07,199.83,160.57,196.05,100.22,60.46,145.18,143.29,136.29,265.86,209.44,158.52,165.16,172.6,163.71,174.13,190.63,124.92
1995-04-26,170.9,251.74,131.77,193.06,131.22,191.45,133.44,179.28,180.73,134.7,154.55,143.18,147.4,200.39,158.11,196.91,98.14,59.64,144.81,143.22,136.68,266.26,212.02,158.71,165.63,172.41,164.06,174.35,191.03,124.51
1995-04-27,170.37,250.1,133.76,195.53,131.6,190.63,133.39,178.76,181.76,134.05,155.09,144.14,147.4,201.79,157.92,196.77,99.5,60.72,144.99,143.19,136.94,267.3,213.57,159.09,165.73,172.72,164.91,174.7,191.53,124.97
1995-04-28,170.81,251.58,133.68,193.56,131.93,192.86,132.92,179.95,181.47,134.18,155.31,146.04,148.19,200.78,161.24,195.12,98.51,60.57,144.89,143.27,137.88,269.65,213.25,158.8,166.54,173.76,165.09,174.33,190.95,124.42
1995-05-01,170.8,251.18,134.66,191.43,131.84,191.79,132.87,179.38,181.56,134.81,155.19,145.44,148.14,201.79,160.8,195.26,98.67,60.49,148.57,142.87,137.7,269.03,211.43,158.74,165.99,173.1,162.7,174.23,190.89,124.8
1995-05-02,171.79,253.76,135.05,192.02,132.59,192.16,132.77,179.75,182.09,134.37,155.56,146.42,148.29,201.48,159.28,196.51,99.06,61.13,148.02,142.74,137.77,267.8,212.19,158.8,165.17,173.32,162.79,174.6,191.26,124.64
1995-05-03,174.93,257.87,137.76,194.07,132.99,195.41,133.9,181.48,182.25,134.49,157.18,146.43,149.4,202.89,159.24,197.78,98.71,60.28,148.33,143.6,138.86,270.69,216.65,160.34,166.5,173.7,164.47,177.86,192.98,126.56
1995-05-04,173.23,259.58,136.34,193.14,132.49,195.58,132.77,180.97,181.56,134.38,156.74,144.73,149.15,204.52,157.13,198.4,99.27,60.13,148.59,143.73,138.69,270.55,216.87,160.45,164.36,174.14,164.08,176.49,193.65,127.19
1995-05-05,173.68,259.91,137.12,192.72,133.09,194.8,132.04,180.59,182.85,134.8,157.14,142.32,148.15,205.13,157.24,197.36,98.1,59.77,148.62,144.69,138.54,267.41,215.02,158.83,161.87,173.86,163.86,176.72,195.15,126.9
1995-05-08,174.07,264.46,138.15,194.05,133.85,196.42,132.3,181.01,184.08,136.2,160.29,144.1,149.45,208.53,159.25,197.29,98.09,59.04,148.93,144.78,139.97,268.22,217.02,160.36,162.3,174.33,164.32,177.04,197.02,127.43
1995-05-09,173.86,264.41,138.98,194.14,134.3,195.81,132.29,180.54,184.67,137.03,160.93,143.16,149.51,208.85,160.09,199.04,95.21,59.63,148.42,145.23,140.25,268.14,216.89,161.01,162.06,174.47,164.06,177.64,197.77,127.75
1995-05-10,173.34,266.79,139.02,192.73,134.26,194.63,132.7,180.18,185.18,137.33,160.85,145.19,149.54,210.27,165.06,197.57,94.35,60.38,148.91,145.43,139.29,268.22,217.0,162.32,161.88,174.71,164.55,178.07,198.76,128.21
1995-05-11,174.22,265.03,140.44,195.06,134.87,195.1,133.59,180.39,186.33,136.92,160.64,147.38,150.68,208.17,163.06,197.69,93.8,60.38,147.7,144.83,139.17,271.43,218.85,162.98,163.39,175.09,167.94,178.57,198.76,128.76
1995-05-12,173.49,258.22,139.01,196.54,136.3,193.54,134.36,177.05,187.08,137.63,160.59,149.09,153.12,210.25,166.87,199.15,94.27,62.35,147.68,145.18,140.31,272.49,220.38,164.12,163.89,175.71,171.2,178.69,198.88,129.43
1995-05-15,173.4,257.52,139.73,199.14,136.35,194.78,136.04,175.97,188.16,139.9,160.77,151.15,154.19,206.27,170.18,201.14,96.04,62.12,148.96,146.11,140.46,274.46,222.43,164.03,164.99,175.71,171.69,180.55,200.29,130.13
1995-05-16,172.64,255.61,139.71,199.35,136.71,194.78,136.03,176.64,189.59,140.02,162.31,151.85,155.02,204.31,170.06,203.13,95.85,62.7,150.35,146.93,138.76,278.19,222.72,164.39,165.88,177.03,170.05,179.3,200.75,131.0
1995-05-17,171.9,257.02,138.41,198.7,137.95,194.53,136.16,176.89,186.96,138.64,161.87,150.88,156.51,205.87,168.66,202.89,96.07,63.22,150.35,146.33,137.65,279.05,224.14,163.27,164.21,176.64,168.6,179.72,199.95,130.78
1995-05-18,169.58,253.16,135.73,194.74,136.61,192.0,134.87,174.36,184.41,138.27,159.02,149.53,154.02,202.68,164.53,199.03,97.03,63.43,148.81,144.88,135.64,274.28,221.59,159.74,163.04,174.91,167.05,176.55,198.07,128.78
1995-05-19,169.68,257.29,135.7,194.68,136.03,192.0,134.91,175.79,184.75,137.63,158.74,149.8,153.02,202.47,165.82,197.62,96.44,63.13,147.84,144.75,135.98,274.09,221.21,159.31,162.1,174.45,167.33,175.21,197.19,127.72
1995-05-22,170.88,258.42,135.86,197.41,136.12,193.07,136.0,176.99,185.58,140.17,159.72,150.89,155.41,204.56,167.14,200.84,95.58,63.04,148.26,145.18,137.31,275.68,224.42,161.19,163.3,175.76,168.25,177.65,198.85,128.89
1995-05-23,171.81,262.58,136.04,198.42,136.6,193.88,136.16,178.6,187.47,140.22,161.24,152.52,155.32,206.46,169.11,202.19,96.66,63.4,149.93,145.47,137.01,279.29,229.65,162.77,164.5,176.78,169.16,178.89,200.68,130.1
1995-05-24,172.56,264.05,136.95,198.83,136.19,194.0,134.99,179.92,186.94,139.2,160.93,152.01,155.16,204.97,166.85,204.41,98.87,64.16,150.34,145.78,136.09,278.42,227.58,162.54,163.93,177.15,168.22,177.64,201.92,129.36
1995-05-25,173.54,264.19,138.3,198.42,135.41,195.3,133.95,181.03,186.1,139.16,158.97,149.42,154.26,203.29,165.75,203.1,98.76,64.05,149.89,148.59,136.39,279.79,227.56,160.41,162.58,177.04,167.69,178.33,201.46,129.26
1995-05-26,171.17,263.18,138.05,197.76,135.93,193.99,133.39,179.71,184.78,139.66,157.65,148.26,151.73,202.68,165.08,202.09,98.77,64.29,147.86,148.35,135.77,275.73,224.01,159.53,161.3,176.19,165.56,177.67,200.35,128.49
1995-05-30,171.82,265.87,137.65,197.03,135.44,193.51,132.96,179.66,184.63,139.17,157.32,147.71,151.12,203.03,165.86,204.07,97.1,63.19,148.84,150.0,136.87,268.17,217.76,159.52,162.04,175.47,166.0,178.7,200.33,129.02
1995-05-31,176.34,272.73,138.94,198.03,137.28,197.55,133.5,182.98,187.24,139.74,158.45,148.46,152.91,207.58,170.06,205.8,97.26,62.64,150.8,151.94,139.17,270.56,220.5,162.07,165.59,177.52,169.63,181.36,202.82,130.36
1995-06-01,175.61,269.51,138.18,198.39,137.22,197.49,133.39,183.53,187.07,140.03,158.47,149.23,153.43,207.74,171.37,206.07,98.51,63.43,150.85,151.45,138.48,271.78,223.79,162.08,164.89,177.84,169.32,180.98,203.55,129.68
1995-06-02,176.68,268.24,137.91,197.42,137.46,196.07,133.94,183.88,184.9,139.81,157.41,147.19,152.25,204.06,170.46,205.68,96.75,65.16,149.4,152.92,138.07,271.02,224.7,161.4,161.98,177.2,169.6,179.37,206.21,129.55
1995-06-05,176.74,265.99,137.02,198.7,138.02,196.52,134.1,185.28,186.01,140.72,159.25,149.22,153.77,207.64,172.43,209.85,97.64,65.16,149.76,154.29,138.94,276.11,224.77,162.18,162.95,178.98,171.44,179.05,207.22,130.13
1995-06-06,176.58,265.46,135.25,201.46,137.34,197.05,134.92,186.13,187.31,140.96,160.78,149.55,153.72,207.05,172.14,209.39,96.93,65.1,149.88,154.14,138.41,274.73,223.33,162.88,163.71,179.51,172.64,178.24,207.1,130.6
1995-06-07,176.15,265.4,133.63,200.19,136.89,196.66,135.63,185.65,186.92,139.65,159.99,150.04,153.11,206.37,170.83,208.79,97.78,63.87,149.67,152.41,137.47,276.05,222.93,162.71,164.2,179.4,172.75,177.69,205.55,130.8
1995-06-08,175.4,266.52,133.97,199.49,137.18,196.91,135.4,185.94,186.37,138.68,160.58,149.91,153.96,204.89,170.42,209.35,98.25,64.57,149.31,150.78,137.87,277.29,224.69,163.82,163.56,179.1,172.96,177.32,203.96,131.29
1995-06-09,173.47,264.33,133.21,199.37,136.48,195.08,135.24,184.66,184.75,138.16,159.55,149.01,153.04,201.01,168.65,207.49,98.28,65.42,148.62,149.17,137.34,277.85,224.44,162.54,163.42,177.25,172.06,177.48,201.35,128.81
1995-06-12,174.54,265.02,134.81,203.66,136.79,196.93,137.48,185.4,185.58,138.32,159.63,148.99,153.33,204.49,169.34,208.13,97.58,66.56,148.74,150.29,138.32,278.65,225.25,163.65,165.13,178.19,174.19,177.64,202.02,129.23
1995-06-13,175.33,266.03,134.46,204.64,138.04,198.11,136.88,187.55,185.07,138.83,160.29,149.23,154.67,206.58,169.68,211.6,97.57,65.5,149.26,151.51,139.83,281.47,227.39,164.87,168.04,179.99,176.84,179.27,205.05,130.14
1995-06-14,176.08,267.65,134.04,203.29,137.89,198.91,136.29,187.29,183.55,138.51,160.13,149.6,155.35,207.24,169.68,211.31,98.56,66.5,149.59,150.98,140.27,281.86,229.58,165.04,167.9,179.47,177.4,180.1,204.37,130.73
1995-06-15,177.83,267.92,133.87,202.74,138.56,199.88,136.92,187.38,184.3,138.54,159.04,150.74,155.81,207.4,169.44,211.79,100.71,66.03,150.49,150.52,141.26,283.72,231.64,163.55,167.87,179.42,176.68,181.65,204.17,130.95
1995-06-16,180.37,270.76,133.53,201.99,140.17,200.42,137.3,188.84,185.06,139.28,159.15,150.95,155.91,206.72,168.85,213.09,100.69,65.68,151.0,150.33,143.39,285.14,233.94,163.95,167.94,180.32,177.12,181.46,203.94,131.59
1995-06-19,181.14,271.7,134.48,204.01,142.12,201.36,137.49,189.3,187.59,138.48,160.15,152.19,157.42,208.5,169.78,216.01,101.63,64.95,150.5,151.12,144.34,289.96,240.56,164.88,170.14,181.65,177.83,183.13,206.65,132.08
1995-06-20,181.14,273.36,135.33,202.58,140.67,200.03,137.29,188.75,187.22,137.82,159.69,152.34,157.01,206.5,172.8,216.26,100.1,65.59,148.02,150.97,143.7,292.71,245.03,164.27,169.93,181.63,177.24,181.96,207.48,131.75
1995-06-21,180.91,274.89,137.66,203.31,140.06,199.69,137.31,191.37,186.47,139.31,159.97,151.92,155.69,206.14,173.79,215.51,100.17,64.76,145.65,150.73,143.51,291.46,242.92,164.76,170.09,181.25,177.42,183.65,208.41,131.8
1995-06-22,183.39,278.05,139.78,206.18,141.14,200.41,138.23,194.7,188.69,140.98,162.92,153.18,156.28,206.82,173.23,217.3,100.5,63.83,145.61,153.11,145.97,295.62,247.05,167.94,172.21,182.63,178.87,185.84,210.98,133.09
1995-06-23,182.56,278.64,138.78,206.88,141.47,197.81,136.89,194.1,188.52,140.08,161.34,153.27,155.98,206.27,172.68,217.19,100.67,64.33,146.45,152.04,144.77,294.94,247.45,168.88,172.16,182.72,178.55,184.69,209.9,132.37
1995-06-26,181.36,279.11,138.07,201.29,140.25,197.33,136.62,191.84,186.99,138.44,160.66,152.87,154.83,205.3,172.21,214.13,99.1,63.39,145.63,151.11,142.53,290.78,244.21,167.68,170.27,182.1,175.35,183.15,207.87,132.18
1995-06-27,181.45,274.62,137.37,199.42,139.76,197.55,136.02,189.58,186.91,138.67,160.31,154.09,155.57,205.09,172.88,213.57,99.02,63.92,146.78,151.52,143.65,287.09,240.35,167.0,170.88,182.5,175.27,183.92,206.29,132.64
1995-06-28,181.34,274.04,138.48,200.92,139.77,197.55,136.41,191.12,187.74,139.38,161.08,154.68,155.21,205.3,173.07,214.96,97.95,64.3,148.38,152.82,144.17,287.21,239.63,166.93,171.39,182.79,177.14,184.18,207.09,132.23
1995-06-29,180.7,273.19,137.78,199.93,139.7,196.68,136.64,191.42,189.13,139.92,162.12,155.33,156.21,203.12,172.52,215.77,98.71,63.06,147.48,151.71,143.49,290.34,242.53,167.48,170.57,183.28,176.72,185.25,206.2,132.32
1995-06-30,181.14,272.59,137.65,199.91,140.96,197.25,137.6,191.19,189.81,141.64,163.68,158.34,157.9,205.86,171.67,215.92,97.8,65.14,146.11,151.22,144.54,292.08,243.11,168.62,172.79,184.22,178.52,186.45,206.36,133.68
1995-07-03,181.63,273.95,138.15,200.29,140.93,198.59,137.99,192.01,190.13,141.3,164.32,160.53,158.12,207.82,173.39,214.5,97.9,64.56,146.81,151.25,145.38,292.52,244.71,169.36,173.17,184.75,178.3,186.49,206.84,133.84
1995-07-05,181.3,269.76,137.93,200.45,141.04,197.7,139.78,190.69,191.54,141.4,164.66,164.8,160.28,209.73,175.69,216.95,98.76,64.81,145.96,150.92,145.48,292.87,246.18,171.36,174.59,184.99,179.37,186.79,207.23,134.62
1995-07-06,183.11,271.73,138.63,202.84,142.26,196.97,140.53,191.01,193.49,143.18,168.01,167.89,163.04,213.8,179.28,218.59,101.47,65.15,147.75,152.01,148.16,297.38,251.1,172.39,176.56,186.55,181.08,186.25,209.08,136.56
1995-07-07,181.58,268.14,137.66,202.33,142.93,196.83,141.81,187.31,198.19,144.74,168.64,174.83,167.36,217.22,182.34,221.35,103.81,65.65,148.0,150.97,148.36,302.26,256.23,173.94,182.03,187.93,181.78,185.63,210.87,139.21
1995-07-10,180.0,269.46,137.4,199.82,142.67,197.66,143.66,187.78,199.14,145.08,170.31,173.66,167.93,216.59,184.26,221.97,104.3,65.45,147.35,150.55,146.78,305.16,257.87,176.18,186.29,187.93,181.11,186.5,211.87,141.52
1995-07-11,180.23,270.48,136.85,198.4,142.45,197.95,143.37,189.22,197.29,144.64,169.0,171.69,167.17,214.16,181.5,222.39,106.29,65.26,147.78,150.26,146.72,302.35,255.11,173.68,183.78,187.25,180.46,186.36,211.55,141.91
1995-07-12,182.03,274.48,136.37,198.5,142.85,199.44,142.97,190.15,198.49,144.99,171.47,173.77,169.33,215.15,182.84,223.01,108.29,65.15,148.59,150.84,148.29,308.64,263.27,175.96,185.93,188.73,182.08,188.14,213.75,142.35
1995-07-13,181.07,274.21,135.14,199.65,142.62,198.36,143.21,192.55,197.64,144.18,170.66,175.15,169.58,213.3,181.81,223.95,106.74,64.19,148.96,150.31,147.31,310.49,264.96,175.06,186.41,188.69,181.39,188.84,214.24,143.0
1995-07-14,179.91,272.26,134.95,200.79,142.52,197.13,144.07,192.97,196.69,143.67,169.83,174.95,169.4,212.08,181.61,222.81,107.05,64.19,148.38,149.65,146.84,312.73,266.15,174.32,184.87,188.2,182.92,188.48,213.36,142.61
1995-07-17,181.31,271.96,136.16,201.35,143.35,196.62,144.08,193.93,197.79,144.82,170.12,173.99,170.26,216.39,181.56,223.43,107.87,65.13,148.95,149.78,147.04,318.35,268.62,175.41,184.88,188.07,185.29,188.42,212.83,141.57
1995-07-18,180.57,273.21,135.35,199.82,142.69,194.42,143.39,194.9,196.09,144.23,168.07,170.75,168.03,214.72,178.36,222.25,106.48,64.42,148.29,149.99,146.65,308.68,262.34,172.77,183.52,187.56,185.05,186.58,211.96,140.52
