date,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
1990-01-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1990-01-03,99.33,99.43,101.1,99.99,99.27,100.19,100.14,100.56,100.44,99.55,100.32,101.45,100.25,100.23,99.97,100.92,98.8,103.15,98.66,99.47,99.43,100.17,100.32,100.28,99.29,99.51,100.62,99.38,100.41,100.16
1990-01-04,98.59,98.72,97.91,99.79,99.26,99.72,99.64,100.03,99.87,98.95,100.18,101.71,99.53,99.73,99.58,101.36,99.88,99.75,97.57,98.2,97.54,100.38,100.72,100.0,98.92,98.77,100.53,97.75,99.96,99.38
1990-01-05,97.89,97.82,98.29,99.72,98.26,98.92,99.85,98.69,99.56,98.2,99.63,101.56,98.85,98.83,98.25,101.05,102.57,99.79,96.56,96.91,95.72,99.76,100.37,99.18,98.22,98.34,100.05,96.51,99.38,99.49
1990-01-08,97.85,99.06,95.74,99.72,98.23,99.5,98.99,99.25,99.71,97.06,100.0,101.93,99.29,99.31,98.39,101.46,101.37,99.81,97.61,96.75,96.8,100.11,101.03,99.88,98.46,98.31,100.23,98.0,99.25,99.24
1990-01-09,97.13,98.09,93.75,99.22,97.22,98.9,97.28,98.23,99.09,96.6,99.67,100.94,98.47,98.0,97.78,100.1,101.56,97.81,96.41,96.15,95.37,99.02,100.31,99.06,97.7,97.86,98.91,97.22,98.33,98.13
1990-01-10,96.45,96.6,92.51,96.76,96.75,98.47,97.4,97.59,98.34,95.71,98.82,100.88,98.36,98.05,97.4,99.75,104.82,99.17,96.46,96.27,93.76,97.82,99.38,98.11,96.78,97.44,97.9,95.67,97.39,96.9
1990-01-11,96.52,96.32,92.98,96.2,97.08,99.03,97.35,98.05,98.81,94.77,99.09,100.98,98.74,98.25,97.8,99.24,107.16,102.53,97.29,96.53,93.39,97.65,99.8,98.03,96.67,97.58,98.18,94.99,97.66,97.49
1990-01-12,94.63,93.79,90.37,93.38,94.79,96.43,94.62,95.54,96.62,92.58,97.02,98.74,96.83,95.66,94.81,97.24,105.76,98.96,95.38,94.9,90.77,95.44,97.38,95.65,94.57,95.57,95.71,92.75,95.77,94.52
1990-01-15,94.09,92.52,89.2,92.39,93.76,96.01,94.3,94.66,95.41,91.35,95.75,97.61,95.84,94.98,93.93,96.65,106.39,98.8,95.13,94.44,89.38,94.39,97.05,94.54,94.16,94.55,94.59,91.1,94.66,92.82
1990-01-16,95.08,94.52,91.81,93.98,94.0,96.46,94.96,95.42,96.46,91.71,96.57,98.03,96.38,95.95,96.43,97.26,105.6,98.98,95.51,94.97,90.58,95.57,99.16,95.06,95.67,94.84,95.14,92.11,95.0,94.43
1990-01-17,94.15,93.74,89.85,93.05,93.54,95.93,93.54,94.95,95.64,91.99,96.36,95.28,95.52,95.36,95.23,97.0,105.89,98.08,94.65,94.7,89.46,95.26,98.29,94.88,94.53,94.24,94.62,91.65,94.44,94.01
1990-01-18,93.88,93.02,91.63,92.57,93.57,96.58,94.52,95.58,95.61,91.81,96.51,94.21,95.65,96.04,95.23,97.11,104.71,97.26,95.17,94.87,89.46,96.15,97.81,94.67,94.73,93.95,94.21,91.77,94.15,94.52
1990-01-19,93.79,93.42,91.46,93.34,93.78,96.02,94.1,95.94,95.94,92.53,96.35,93.66,96.25,97.13,95.6,97.96,103.2,97.59,96.38,95.1,90.3,96.43,97.55,94.7,95.45,94.26,94.78,91.52,94.12,93.96
1990-01-22,91.51,91.2,89.01,90.86,91.7,93.92,91.32,93.57,93.22,91.2,94.63,91.26,94.57,94.3,93.09,95.53,103.07,96.24,93.8,94.12,87.53,94.5,95.75,92.35,93.43,93.11,92.74,88.99,92.07,91.9
1990-01-23,91.14,91.51,88.82,89.73,91.43,93.14,92.02,93.54,93.48,91.35,94.45,90.53,94.64,94.28,93.1,95.48,104.38,95.37,94.05,94.32,87.76,94.4,96.02,92.45,93.74,93.1,92.89,88.07,91.57,91.8
1990-01-24,90.65,91.4,89.01,89.23,90.8,92.66,90.98,93.47,92.6,90.65,93.66,90.32,94.72,94.97,91.91,95.03,104.58,94.93,94.0,93.59,87.54,93.89,96.41,91.76,93.18,91.97,92.64,86.55,90.72,91.75
1990-01-25,88.83,89.47,87.11,88.38,89.34,90.51,89.78,92.0,90.4,90.18,92.71,89.63,93.74,93.47,91.57,92.82,104.43,95.98,93.31,92.89,86.76,93.28,95.72,90.82,92.3,91.7,92.05,86.38,90.22,90.4
1990-01-26,88.79,88.09,87.02,87.37,89.21,90.22,89.78,91.74,90.35,89.57,92.33,89.47,93.74,93.88,92.5,93.47,105.97,94.83,93.41,93.07,85.37,92.82,95.58,90.66,91.59,91.17,91.71,86.63,89.52,90.32
1990-01-29,88.55,88.79,86.92,87.48,88.41,89.77,88.96,91.43,90.16,88.87,91.31,88.82,93.89,93.03,92.05,93.01,106.8,94.53,93.92,92.94,85.43,92.84,95.27,90.27,90.3,90.7,91.31,85.16,88.76,89.83
1990-01-30,87.61,87.45,87.08,86.33,87.61,89.11,86.18,90.34,89.84,87.66,90.71,88.39,93.67,92.44,91.41,93.01,106.99,93.68,94.14,92.64,83.87,91.65,94.87,89.64,88.14,89.66,90.25,84.13,87.72,88.33
1990-01-31,89.7,90.09,89.09,87.22,89.27,91.11,88.39,91.49,90.84,89.5,93.04,89.99,95.46,93.2,92.88,93.68,103.16,94.08,95.43,94.2,85.98,93.01,96.22,91.04,89.55,91.12,91.84,87.22,89.22,90.24
1990-02-01,89.65,89.91,89.23,86.48,89.01,91.41,88.21,91.97,90.38,89.66,93.66,90.17,96.09,92.79,92.82,94.8,104.85,95.79,95.42,94.46,86.07,93.62,95.93,91.12,90.05,91.12,91.77,87.42,89.24,90.03
1990-02-02,90.18,90.89,89.77,88.82,89.58,92.33,89.52,93.13,91.09,89.83,94.3,90.83,97.06,92.84,93.23,95.48,104.67,95.99,96.15,94.78,87.18,94.22,96.39,91.49,90.43,91.89,92.26,88.71,89.7,91.28
1990-02-05,90.2,90.6,91.11,89.97,89.4,92.84,89.31,93.12,91.19,90.5,94.82,91.34,97.48,93.17,93.63,96.45,107.74,97.78,96.34,94.83,87.72,94.14,97.63,92.03,90.81,92.11,92.41,89.74,90.0,91.63
1990-02-06,89.32,90.58,89.94,89.41,89.31,92.05,88.79,92.31,91.14,89.92,94.43,90.53,97.57,93.3,92.81,96.16,106.61,100.05,96.23,94.56,86.46,93.95,98.09,91.22,90.39,91.7,91.89,89.4,89.52,90.5
1990-02-07,90.07,91.63,91.48,90.46,90.31,92.88,89.94,93.36,92.07,91.16,95.79,91.05,98.99,94.18,95.44,96.9,105.94,102.0,97.88,95.03,86.79,95.27,100.13,92.11,91.39,92.6,93.21,90.54,90.12,91.61
1990-02-08,89.78,91.4,92.11,90.24,89.55,92.45,89.17,93.22,91.86,91.03,95.59,91.11,99.17,94.81,94.75,96.33,106.41,102.53,98.92,95.02,86.41,95.43,99.89,92.28,91.58,92.46,93.31,89.13,89.81,91.62
1990-02-09,90.03,91.25,91.81,90.12,89.05,93.08,89.85,93.29,92.6,90.46,96.05,91.78,98.93,95.14,95.56,96.69,105.75,102.6,99.19,95.46,86.46,96.1,99.82,92.77,92.39,92.86,94.02,89.07,89.95,91.99
1990-02-12,89.29,90.7,90.44,89.03,87.69,91.85,89.34,92.51,91.88,88.96,95.52,91.25,98.27,93.63,95.78,95.89,106.67,102.6,98.14,94.93,85.55,95.53,98.61,91.86,91.42,92.09,92.96,88.52,89.21,90.97
1990-02-13,89.33,89.16,90.59,89.03,87.65,91.99,89.72,92.42,91.86,89.14,95.61,90.91,98.55,93.92,95.88,96.27,107.18,102.72,98.62,95.15,85.73,95.82,99.47,91.95,91.89,92.0,92.99,88.32,89.27,91.46
1990-02-14,89.05,89.27,91.38,89.28,87.88,92.0,89.6,92.69,92.31,88.94,95.99,91.02,98.51,93.85,95.8,97.13,106.4,104.28,98.67,95.38,86.14,96.19,99.77,91.98,92.16,92.79,93.13,88.09,89.53,91.75
1990-02-15,89.63,91.03,91.46,90.37,88.14,92.48,89.83,93.64,92.64,89.54,96.58,91.85,99.03,94.48,97.18,97.56,104.88,104.19,100.57,95.5,86.68,96.95,100.24,92.68,92.11,92.67,93.76,88.93,90.67,92.42
1990-02-16,89.62,90.04,89.61,90.37,88.17,92.59,90.29,92.67,92.49,88.71,96.46,92.28,98.73,93.73,95.74,96.99,105.61,103.78,100.14,95.1,85.71,96.69,99.2,92.75,92.17,92.66,92.94,88.16,90.92,92.04
1990-02-20,88.73,89.07,88.51,88.61,87.03,91.17,89.55,91.48,91.38,87.27,95.27,91.18,98.08,92.19,95.08,95.31,106.47,102.59,99.19,94.08,83.8,96.0,97.76,91.51,91.21,91.6,91.39,87.44,89.65,91.05
1990-02-21,87.86,88.55,88.26,88.05,87.35,91.12,90.34,90.81,90.88,86.76,95.2,91.19,98.32,91.82,96.82,94.53,106.93,100.96,99.33,93.77,83.37,95.46,98.34,91.02,91.75,91.6,91.25,86.37,89.6,90.26
1990-02-22,87.74,87.8,88.84,87.45,86.95,90.53,89.11,89.79,91.42,88.96,95.22,91.01,98.04,92.05,96.03,94.53,106.22,101.8,98.01,93.44,83.27,95.4,97.54,90.63,91.58,91.5,91.16,86.33,89.82,90.23
1990-02-23,87.59,87.87,87.44,86.45,86.44,89.69,89.01,88.21,90.98,90.48,95.3,90.81,97.52,91.67,95.91,94.08,105.3,99.68,97.51,93.18,82.76,94.94,96.99,90.68,91.46,90.65,90.88,85.39,89.6,89.92
1990-02-26,88.19,89.14,88.07,87.42,87.73,90.56,89.86,89.0,91.97,91.56,96.24,91.4,98.58,92.9,97.9,95.19,102.31,99.38,98.85,93.63,83.91,95.87,98.27,91.4,92.38,91.88,91.91,86.89,90.35,90.41
1990-02-27,88.83,89.8,87.94,88.23,88.11,90.73,90.18,89.37,92.4,91.0,96.38,91.65,99.77,93.94,98.63,95.84,102.51,99.37,98.89,93.87,85.05,96.22,98.57,91.9,93.46,92.34,92.92,86.85,90.67,91.35
1990-02-28,89.26,90.53,86.79,88.77,88.92,91.26,90.25,89.6,93.2,91.27,96.86,92.97,100.71,94.58,98.57,97.82,102.73,100.85,98.32,94.4,85.75,96.98,99.74,92.54,94.72,93.17,93.78,86.66,91.26,91.44
1990-03-01,89.25,90.16,84.9,89.03,89.02,91.59,91.1,90.31,93.34,91.86,97.71,94.3,101.21,94.52,98.64,98.96,102.92,99.78,98.23,94.4,86.29,97.6,99.86,93.25,95.28,93.38,94.57,86.85,91.52,91.13
1990-03-02,89.35,89.43,86.58,90.3,90.2,91.98,91.28,91.18,93.9,92.69,98.1,96.08,102.17,95.78,100.8,99.16,103.41,102.51,98.89,94.77,87.26,99.0,100.77,93.83,95.94,94.12,95.65,87.62,92.11,92.21
1990-03-05,89.0,89.2,87.52,90.64,89.24,91.83,91.61,90.51,93.6,92.42,97.98,95.64,102.03,94.64,100.39,99.17,103.23,101.88,98.32,94.39,86.92,99.41,100.93,93.42,95.16,93.68,95.65,88.2,91.48,92.64
1990-03-06,90.64,90.58,90.29,91.76,90.5,92.11,92.94,91.71,94.54,93.07,99.22,96.21,103.04,95.58,101.45,99.85,103.57,100.58,99.61,95.0,88.22,100.84,101.79,94.46,95.83,94.5,96.87,88.87,92.12,93.63
1990-03-07,90.9,90.84,90.51,91.35,89.74,92.88,93.82,91.54,94.37,93.85,99.19,95.7,103.27,95.96,100.63,100.65,102.21,101.3,99.33,94.5,87.74,101.18,101.87,93.9,94.86,94.05,96.82,86.62,91.94,93.88
1990-03-08,91.65,92.13,89.89,91.66,90.86,94.28,95.28,92.19,95.53,94.6,100.11,96.09,103.65,96.88,102.16,101.96,102.41,101.29,99.32,94.92,88.77,102.79,103.36,94.67,95.31,94.7,98.63,86.37,92.53,95.58
1990-03-09,91.12,91.92,87.9,91.12,90.63,93.73,94.78,91.79,94.46,94.4,99.76,95.87,103.45,96.45,102.5,102.6,101.94,102.61,98.21,94.47,88.27,102.55,103.1,94.08,95.12,94.89,98.3,86.67,92.08,95.03
1990-03-12,91.3,92.36,89.44,91.9,90.79,93.3,95.86,91.87,95.12,95.06,100.4,96.42,103.0,96.18,103.76,102.09,101.81,103.69,98.21,94.46,88.38,103.08,103.43,94.4,95.35,95.5,98.51,86.62,92.12,95.36
1990-03-13,90.62,92.0,88.69,92.07,90.42,92.94,94.73,90.35,93.99,94.59,99.44,96.1,102.59,95.73,104.17,101.3,100.97,103.36,97.34,93.87,87.78,102.81,102.77,94.23,95.44,95.44,97.91,85.99,91.61,94.34
1990-03-14,90.81,92.25,89.33,92.66,90.76,93.48,95.07,90.7,93.8,96.57,99.58,96.66,103.43,96.98,103.77,101.95,101.02,101.59,97.98,94.02,87.43,103.53,102.72,94.25,95.69,95.37,98.38,86.43,91.7,95.0
1990-03-15,91.27,92.17,89.64,91.98,91.1,93.21,95.58,91.63,94.1,96.22,99.89,97.49,103.93,97.67,104.53,102.08,103.55,102.36,98.25,94.09,87.64,104.17,103.36,94.34,95.39,95.56,98.87,86.19,91.63,94.01
1990-03-16,92.42,93.56,90.79,92.34,91.07,94.61,95.78,92.55,95.16,96.73,100.87,98.76,104.81,98.77,105.12,104.18,104.71,102.77,99.25,94.28,88.71,105.58,105.33,95.62,96.02,96.38,100.0,86.67,91.69,94.99
1990-03-19,93.12,95.42,91.38,92.9,91.25,95.45,96.73,93.03,95.63,96.33,101.58,99.97,105.57,100.26,104.68,105.07,105.82,104.26,99.06,94.09,88.96,106.59,106.82,95.81,96.9,96.47,100.4,88.18,91.45,95.56
1990-03-20,93.6,94.82,91.47,92.65,90.85,95.32,96.45,92.22,95.56,94.55,101.4,99.43,105.42,99.47,104.88,104.51,102.8,105.4,98.06,93.8,88.34,105.39,106.01,95.64,96.98,96.42,99.75,87.47,90.85,95.27
1990-03-21,93.47,94.88,91.13,91.94,90.21,95.31,96.28,91.79,94.9,93.14,100.61,99.28,104.74,98.76,103.94,104.99,101.35,107.25,97.37,93.8,88.12,105.02,105.4,95.5,96.33,96.18,99.34,87.1,90.4,94.85
1990-03-22,92.22,93.74,90.22,90.21,89.0,93.87,95.3,90.76,93.81,92.1,99.63,97.55,103.08,97.4,103.51,104.55,101.69,104.83,96.57,92.9,87.15,103.27,104.08,94.35,95.27,95.27,97.61,86.24,89.11,94.09
1990-03-23,92.71,95.43,91.97,91.36,89.04,94.17,95.66,91.55,94.05,92.67,100.5,98.11,103.66,97.65,103.29,106.07,100.32,106.01,96.76,93.03,87.7,103.81,104.06,94.66,95.88,95.83,98.39,86.22,89.47,94.5
1990-03-26,92.65,96.21,91.9,91.29,88.9,94.76,96.49,91.8,94.4,93.67,100.63,97.99,104.04,98.05,104.55,105.41,95.73,105.56,96.49,93.12,88.21,103.94,104.02,94.98,96.25,95.99,98.83,86.4,89.68,94.75
1990-03-27,93.73,97.49,92.45,91.78,89.43,95.57,97.51,93.08,95.02,94.13,100.96,98.03,104.76,99.38,105.22,106.26,95.46,106.11,97.52,93.54,89.39,104.38,104.5,95.74,97.39,96.58,99.76,87.3,90.1,95.64
1990-03-28,93.75,97.91,93.54,91.53,89.1,95.74,98.07,93.46,94.95,94.14,101.06,99.51,105.04,99.27,104.98,106.4,96.34,106.42,97.62,93.61,89.86,102.11,104.41,95.4,97.54,96.35,99.96,87.41,90.28,96.19
1990-03-29,93.8,96.84,93.24,90.84,88.46,95.41,97.15,93.32,94.68,93.65,100.5,99.58,104.71,98.91,103.39,106.34,97.07,105.33,97.59,93.37,89.49,101.82,104.14,94.91,97.04,96.0,99.51,87.18,90.0,96.12
1990-03-30,94.01,96.15,92.71,90.26,88.51,95.06,97.03,92.98,94.53,93.4,100.13,98.85,104.61,98.33,102.11,105.96,96.85,106.46,97.8,93.7,89.37,102.06,103.78,94.63,97.41,95.99,99.48,87.32,89.8,95.81
1990-04-02,94.01,96.97,92.36,89.64,88.37,94.53,96.9,92.7,94.11,92.81,99.56,98.03,103.72,98.11,101.75,104.86,94.97,105.34,97.91,93.35,89.0,101.49,103.45,94.54,96.87,95.33,99.14,86.81,89.18,95.2
1990-04-03,95.89,98.71,95.22,91.22,89.2,96.14,97.97,94.12,95.09,94.52,100.55,98.44,105.16,99.38,102.53,106.47,95.99,103.23,99.34,94.0,90.35,103.27,104.8,95.43,97.51,96.87,100.49,87.51,89.97,96.3
1990-04-04,95.36,98.27,94.53,90.6,88.81,95.41,98.1,93.7,94.27,94.52,99.9,97.7,104.88,98.44,102.59,105.69,95.87,104.5,98.2,93.61,89.67,103.07,104.2,95.18,96.79,96.44,100.24,86.36,89.4,95.89
1990-04-05,95.87,98.7,95.89,91.74,88.73,95.4,98.38,94.08,94.01,95.31,99.91,97.88,104.79,98.35,102.01,106.02,95.4,104.75,98.04,93.3,89.95,102.46,103.46,95.1,96.49,96.72,100.59,86.52,88.59,95.92
1990-04-06,96.19,99.58,95.73,91.0,88.19,95.28,98.7,94.16,93.92,95.67,100.18,97.12,104.25,98.22,101.99,106.04,97.59,103.7,97.71,93.19,89.88,101.44,102.68,95.21,96.09,97.02,100.72,86.21,87.56,96.73
1990-04-09,97.21,100.98,97.03,91.17,88.34,95.83,98.51,94.9,94.13,95.49,100.17,96.55,103.79,98.19,102.11,105.91,95.82,102.4,97.42,93.03,90.27,101.65,102.53,95.05,95.97,96.59,100.96,87.11,88.13,97.67
1990-04-10,97.24,101.57,97.97,91.91,88.31,96.29,98.32,95.15,94.31,94.95,100.1,96.55,103.69,98.79,101.68,106.23,94.76,103.6,96.64,92.68,90.51,102.09,103.51,95.43,95.87,96.65,101.03,87.43,88.75,98.17
1990-04-11,97.13,101.64,97.47,92.73,88.97,96.51,98.9,95.44,94.18,96.08,99.76,96.52,103.47,99.44,101.25,106.0,92.53,103.66,95.18,92.61,90.45,102.64,104.07,95.68,96.15,96.99,101.67,87.5,89.15,98.07
1990-04-12,98.17,102.63,97.66,92.87,88.83,97.25,99.7,96.35,94.73,96.16,100.04,97.19,104.38,101.02,101.57,106.03,92.66,103.78,95.97,92.78,91.02,103.36,104.61,96.3,96.53,97.5,102.87,88.45,90.07,99.38
1990-04-16,98.04,102.39,98.37,92.55,88.38,97.46,99.37,95.94,94.59,96.02,99.52,96.94,104.51,101.66,101.79,106.41,91.53,104.23,96.14,92.91,91.23,103.55,105.97,96.18,96.64,97.66,102.85,88.49,90.13,99.54
1990-04-17,97.96,102.12,99.78,92.19,87.35,97.35,100.01,96.03,94.81,96.0,99.55,97.07,105.0,101.72,101.7,106.4,91.16,103.39,96.44,92.81,90.97,103.6,105.46,95.83,96.51,97.47,102.42,88.57,90.26,99.53
1990-04-18,96.74,100.36,98.73,91.5,86.26,96.01,98.79,95.45,93.3,94.84,98.6,96.42,103.85,100.91,102.2,105.05,93.6,102.43,95.54,92.23,89.44,102.88,104.14,95.16,95.4,96.59,100.9,87.4,89.25,98.93
1990-04-19,95.65,98.53,96.58,90.91,85.67,94.97,97.3,94.65,92.41,93.83,97.73,95.3,103.37,100.29,102.9,104.45,93.48,103.5,95.51,91.84,88.76,101.42,103.29,94.53,95.15,96.02,99.97,86.58,88.58,98.11
1990-04-20,94.81,97.97,95.04,91.17,84.84,94.34,95.95,93.92,91.36,93.11,96.77,94.27,102.68,99.94,102.19,103.46,92.51,102.68,95.26,90.79,87.65,100.57,103.13,93.62,94.52,94.85,98.84,85.74,87.63,96.49
1990-04-23,93.89,97.87,96.13,89.95,83.63,93.47,95.51,92.67,90.1,91.64,96.17,92.93,101.67,98.44,101.05,102.1,91.96,100.83,94.08,89.93,86.49,99.01,102.34,92.51,93.07,93.58,97.53,84.65,86.61,95.15
1990-04-24,94.1,98.34,96.28,90.11,83.04,93.06,96.41,92.52,89.67,90.93,96.08,93.07,101.8,98.27,100.72,101.22,90.93,99.81,93.93,89.75,86.08,98.42,101.79,92.17,93.11,93.74,97.23,84.42,86.23,95.27
1990-04-25,94.82,98.41,97.16,91.22,83.51,93.45,97.09,92.96,90.69,90.9,97.23,93.34,102.33,98.47,99.98,101.2,89.65,99.65,94.47,89.88,86.55,98.54,102.45,92.37,93.72,93.94,98.16,84.45,86.61,96.02
1990-04-26,94.84,98.61,97.9,91.23,83.92,93.71,96.73,93.83,91.63,90.99,97.35,93.23,102.48,98.78,99.96,101.29,89.43,98.48,94.68,89.66,86.75,98.82,102.27,92.52,94.07,93.83,97.89,84.35,86.51,96.93
1990-04-27,93.22,96.96,96.12,90.24,82.46,92.61,95.6,92.8,91.09,91.04,96.4,92.76,101.57,97.58,98.26,99.21,88.75,96.18,93.87,88.74,85.72,97.85,101.13,91.51,93.25,93.14,96.96,84.15,85.83,96.35
1990-04-30,93.76,98.37,97.13,90.67,82.95,93.24,96.04,93.27,91.26,90.98,96.6,91.89,101.56,97.91,97.52,100.1,88.28,96.78,94.31,88.51,86.41,99.01,102.23,92.17,93.55,93.85,97.81,83.93,86.03,97.04
1990-05-01,94.38,98.48,98.43,90.97,83.26,93.71,96.35,93.9,90.89,91.29,97.3,92.69,102.01,98.61,97.87,101.38,89.43,97.45,94.73,89.09,86.95,99.02,102.02,92.14,93.99,93.91,98.24,85.11,86.3,97.81
1990-05-02,94.93,99.33,98.8,91.54,83.43,94.17,97.04,94.53,90.89,91.73,97.9,93.0,103.02,99.33,99.33,102.52,89.09,97.65,95.43,89.34,86.96,99.83,102.94,92.24,94.29,94.17,99.2,85.85,86.99,98.69
1990-05-03,95.04,99.95,98.3,92.33,83.57,94.45,96.98,94.74,91.72,92.31,98.74,93.2,103.78,99.31,100.02,102.9,90.17,98.36,95.96,89.86,87.19,100.58,103.48,92.15,94.43,94.92,98.91,86.15,87.14,98.78
1990-05-04,95.67,100.98,99.37,93.21,83.98,95.3,97.39,95.25,92.24,92.44,99.65,93.26,104.38,99.97,100.97,103.14,90.43,99.43,96.3,90.78,87.94,101.9,105.17,92.4,94.7,95.32,99.7,87.4,87.8,99.71
1990-05-07,96.19,101.46,100.09,93.39,84.09,95.87,97.87,95.99,92.94,92.35,99.71,93.95,105.41,100.88,101.51,102.8,90.79,99.15,96.56,91.57,88.28,103.02,105.76,93.19,95.17,95.61,100.48,87.11,88.36,100.3
1990-05-08,96.64,102.32,100.86,93.38,84.07,95.55,97.86,96.62,93.46,92.48,99.71,94.5,106.06,101.58,102.42,103.42,90.57,98.63,97.0,92.04,88.76,103.03,105.96,93.61,95.69,95.83,100.76,86.35,88.69,100.25
1990-05-09,96.64,102.05,100.8,92.59,84.37,95.71,97.94,96.77,94.1,91.16,99.59,94.52,105.81,102.22,101.73,103.12,93.13,98.75,97.14,92.52,89.0,102.81,106.23,93.79,95.61,96.33,100.85,86.99,88.63,100.56
1990-05-10,96.95,102.16,100.14,91.8,84.96,96.23,97.55,97.45,93.86,90.97,99.57,94.95,104.97,103.09,101.75,103.93,94.01,100.64,97.71,92.96,89.43,103.3,107.05,93.72,95.83,96.71,101.68,87.54,89.03,100.7
1990-05-11,98.57,105.7,102.29,93.49,86.97,98.53,99.03,99.45,95.54,92.1,101.28,96.3,107.14,104.54,104.08,106.37,93.63,102.74,99.84,94.6,92.02,104.28,108.81,95.59,97.27,98.71,104.32,88.87,90.83,102.54
1990-05-14,99.0,106.23,103.26,93.75,87.39,98.59,99.58,100.24,97.11,92.48,102.49,97.11,108.3,105.01,105.71,106.8,94.13,101.29,100.72,94.84,93.23,105.67,109.68,96.21,97.75,99.33,105.3,89.23,91.64,103.79
1990-05-15,98.67,105.76,103.68,93.38,87.66,98.96,100.8,100.1,97.01,93.16,102.92,96.99,107.72,104.72,105.94,106.39,93.15,101.66,100.4,94.7,92.81,105.59,110.18,96.17,97.53,99.42,104.78,88.88,92.19,103.77
1990-05-16,98.66,105.82,103.05,93.43,87.02,98.65,101.27,100.11,96.77,92.09,102.82,96.3,107.45,104.45,106.25,105.86,92.48,103.78,100.31,94.7,93.21,105.62,109.99,96.23,97.53,99.33,104.54,88.47,92.06,103.85
1990-05-17,98.65,106.63,102.97,93.97,86.3,99.11,100.95,100.53,97.2,93.03,103.4,96.84,107.43,104.47,106.34,106.57,92.03,103.8,100.26,94.63,93.28,106.2,110.39,96.2,97.54,99.39,105.47,88.68,92.22,104.24
1990-05-18,98.93,106.64,101.76,95.42,86.18,98.94,101.1,100.56,97.07,93.07,103.42,96.95,107.45,104.86,105.32,106.45,93.96,104.51,100.17,94.36,93.72,107.25,110.34,96.2,97.69,99.43,106.11,90.21,92.15,104.94
1990-05-21,99.5,109.01,103.37,96.82,87.91,99.76,102.35,102.3,97.73,92.58,104.32,97.91,108.15,105.8,106.68,107.75,95.41,104.31,100.58,94.34,94.48,108.91,111.69,96.88,98.07,100.18,107.86,91.6,92.78,106.67
1990-05-22,100.16,109.39,104.24,98.06,88.96,100.21,101.22,103.08,97.61,92.54,104.52,98.58,108.02,106.23,106.49,108.1,97.1,105.3,100.29,94.03,94.27,109.49,112.4,97.24,97.49,100.49,107.98,91.86,92.86,106.27
1990-05-23,100.4,111.95,104.55,97.96,89.77,100.55,103.32,103.66,98.04,92.94,104.51,97.89,107.31,106.1,106.24,109.02,94.46,104.9,99.71,93.78,94.42,110.67,113.76,97.13,97.31,101.16,108.2,92.92,93.19,106.46
1990-05-24,100.65,112.52,102.19,98.51,90.44,101.05,104.04,103.88,98.26,93.12,104.02,97.37,107.01,107.74,105.25,109.43,95.38,106.43,98.75,93.48,94.14,111.21,113.8,96.95,97.06,101.28,107.96,94.82,93.44,105.9
1990-05-25,100.01,109.87,98.83,98.49,89.59,100.15,103.21,103.35,97.16,93.13,103.52,97.16,106.2,105.98,105.46,108.36,94.92,107.26,97.79,93.04,92.62,109.56,112.02,96.57,96.54,100.66,107.15,93.23,92.97,105.15
1990-05-29,101.19,113.14,99.07,99.9,91.07,101.63,104.26,104.77,98.76,93.53,104.82,97.87,107.53,107.92,106.85,110.04,95.21,107.79,99.56,93.67,94.2,110.83,114.58,97.25,97.22,101.58,109.12,94.48,93.65,106.86
1990-05-30,101.02,113.48,99.01,101.42,91.19,102.33,103.27,104.85,98.29,94.5,104.96,98.13,107.2,107.56,106.22,110.44,94.59,109.49,99.84,93.54,94.4,110.98,114.93,97.2,97.54,101.94,109.12,94.99,93.78,106.99
1990-05-31,102.0,114.03,98.19,102.6,91.09,102.4,103.51,105.18,97.99,94.77,105.29,98.68,107.91,107.68,105.32,110.8,95.13,109.52,99.92,93.3,94.39,110.74,114.45,97.5,97.84,102.4,109.46,95.39,94.07,107.3
1990-06-01,102.79,115.1,100.32,102.4,91.95,102.36,102.19,105.74,98.6,94.72,104.97,99.42,108.7,108.23,107.01,112.41,93.5,110.04,99.6,93.64,94.92,111.42,114.22,97.74,98.94,102.55,110.59,96.32,95.3,107.65
1990-06-04,103.68,117.36,102.86,102.1,92.93,102.93,103.23,106.53,99.33,94.7,105.63,100.87,109.33,109.78,108.62,113.56,92.11,109.77,100.58,94.97,95.6,112.85,115.14,98.59,100.42,103.54,112.35,98.21,97.24,108.22
1990-06-05,104.48,116.2,102.71,102.84,93.7,102.57,102.89,106.39,99.4,94.33,104.65,100.9,108.84,109.12,107.56,113.37,91.76,108.65,100.07,95.12,95.38,112.41,114.59,98.52,100.77,103.68,111.66,97.27,97.84,107.57
1990-06-06,103.49,115.05,103.32,102.01,93.5,102.87,102.22,106.0,99.6,93.82,103.91,100.91,108.68,108.51,107.04,113.02,91.24,107.8,98.83,95.09,95.28,112.63,114.48,98.17,101.21,103.4,111.17,96.37,97.57,107.49
